date,mean_evi_FS,mean_ndvi_FS
2013-03-22,0.160842347417689,0.226250104421114
2013-04-07,0.158546922945159,0.22043355499446
2013-04-23,0.157217161705792,0.217489721530525
2013-05-09,0.159366723213171,0.223687019541822
2013-05-25,0.149949043738968,0.2104383597408
2013-06-10,0.16967102631102,0.230968138358087
2013-06-26,0.197041047745251,0.256963434193045
2013-07-12,0.259539176064225,0.366692582714443
2013-07-28,0.337968863067106,0.413146237043906
2013-08-13,0.46413804170145,0.571414882331146
2013-08-29,0.4085469205169311,0.537972252990342
2013-09-14,0.425547061602826,0.610465564963071
2013-09-30,0.3360072025482929,0.543200368827346
2013-10-16,0.303071366862675,0.464499279679345
2013-11-01,0.194820892619518,0.341879494229371
2013-11-17,0.18670554652609,0.307715632755975
2013-12-03,0.177007248962554,0.276069273101189
2013-12-19,0.172157889934278,0.272800889638355
2014-01-01,0.161945006751498,0.246721829769228
2014-01-17,0.157273667959722,0.238668393599951
2014-02-02,0.146781233220908,0.218824331560779
2014-02-18,0.147284389566167,0.209588805444965
2014-03-06,0.144290396811941,0.204639788986994
2014-03-22,0.142432214188428,0.199190953037048
2014-04-07,0.14063177709277,0.192591516912533
2014-04-23,0.135762877924058,0.190875089921229
2014-05-09,0.141770112799965,0.196419095467536
2014-05-25,0.130716189536941,0.180687495825569
2014-06-10,0.128699669278279,0.176170586319041
2014-06-26,0.154927674674796,0.223523566332533
2014-07-12,0.239716119513283,0.314409273636568
2014-07-28,0.252417267392219,0.293106499356882
2014-08-13,0.38962463941912,0.481392378699404
2014-08-29,0.40718509590257,0.543154117989352
2014-09-14,0.395884574243142,0.560865475615987
2014-09-30,0.295518901194673,0.430077652550123
2014-10-16,0.227139202818616,0.35172753497855
2014-11-01,0.199655482156108,0.303629734426464
2014-11-17,0.203227171387985,0.292702621549994
2014-12-03,0.196466781241968,0.276812330424479
2014-12-19,0.170680663816083,0.252839794355425
2015-01-01,0.159196984418822,0.23154571734461
2015-01-17,0.159004562845099,0.226411645210733
2015-02-02,0.160854044923094,0.228182915280733
2015-02-18,0.152046070476244,0.210605300602185
2015-03-06,0.145275725049117,0.196268301122502
2015-03-22,0.146791704398062,0.201907429163397
2015-04-07,0.141803296538853,0.191059287408717
2015-04-23,0.140991421216949,0.188584640346531
2015-05-09,0.135955990153097,0.183482691049978
2015-05-25,0.136044044207791,0.182171174710854
2015-06-10,0.126370965400531,0.169892222971009
2015-06-26,0.134174707241283,0.182127779337274
2015-07-12,0.207769962220576,0.250319429158718
2015-07-28,0.253474171656114,0.273320785338653
2015-08-13,0.350603796636787,0.526882170092689
2015-08-29,0.449352726044251,0.601955822649247
2015-09-14,0.4568865660921949,0.604568296748756
2015-09-30,0.342984684215538,0.525049414862891
2015-10-16,0.266604131147128,0.440033708689588
2015-11-01,0.222086533530536,0.360635799861939
2015-11-17,0.205167962648003,0.323312631027395
2015-12-03,0.180031963759137,0.279442005827452
2015-12-19,0.183527151801255,0.269988495319298
2016-01-01,0.17907883543358,0.261557328779577
2016-01-17,0.16555852806088,0.243192746224873
2016-02-02,0.15686814164936,0.225283010069393
2016-02-18,0.149200078580967,0.208823836626485
2016-03-05,0.150596521241655,0.209673072224715
2016-03-21,0.145592799265563,0.207244598180202
2016-04-06,0.143189752673281,0.194241301129374
2016-04-22,0.138903527513066,0.190261549083629
2016-05-08,0.136318180010974,0.186891672363006
2016-05-24,0.138894771440119,0.192259160965329
2016-06-09,0.13377962607045,0.1854497144126
2016-06-25,0.169964671214279,0.228845338263125
2016-07-11,0.219416279571537,0.266206396610659
2016-07-27,0.404838942222948,0.506214375606785
2016-08-12,0.439386379923177,0.631980225286895
2016-08-28,0.515172726348511,0.666768411402073
2016-09-13,0.384218388385112,0.565338442607734
2016-09-29,0.301817591311976,0.457591280423607
2016-10-15,0.222309806413184,0.35431009026718
2016-10-31,0.203336839289781,0.313921738593656
2016-11-16,0.187981393440069,0.299291428530892
2016-12-02,0.181461756594723,0.284687956852435
2016-12-18,0.170713794280236,0.270616792000773
2017-01-01,0.1662736599729,0.254997326009057
2017-01-17,0.163154935146566,0.243312106866603
2017-02-02,0.155755472326174,0.229966075710098
2017-02-18,0.153047361094025,0.224082763033769
2017-03-06,0.149062707377615,0.213786245800152
2017-03-22,0.145592799265563,0.207244598180202
2017-04-07,0.141911928786803,0.198850136426914
2017-04-23,0.139006831351231,0.202826969099046
2017-05-09,0.130981453107188,0.185509642098218
2017-05-25,0.145450032598229,0.203984806753283
2017-06-10,0.149612965830298,0.212302428637526
2017-06-26,0.174622116417146,0.268116467715318
2017-07-12,0.251659204088316,0.34614325297118
2017-07-28,0.325201262122672,0.45605536529398
2017-08-13,0.376542037891766,0.502132599047932
2017-08-29,0.440000674696299,0.588190112519113
2017-09-14,0.341483342136878,0.498750126640865
2017-09-30,0.307586349614212,0.475586690999654
2017-10-16,0.2392708637367699,0.378934573226505
2017-11-01,0.20583354197565,0.322397758175119
2017-11-17,0.181254127907053,0.296884705352824
2017-12-03,0.173067691871331,0.261141698876037
2017-12-19,0.164652297257229,0.243683192903257
2018-01-01,0.163240199942629,0.242278282967842
2018-01-17,0.158572874397277,0.237603810635669
2018-02-02,0.15660619832976,0.224654700866452
2018-02-18,0.151076045136369,0.220458857861044
2018-03-06,0.149172948765414,0.21229155199019
2018-03-22,0.146037878454319,0.204273925805349
2018-04-07,0.146147462158042,0.198749088046815
2018-04-23,0.146070412759255,0.19886984990772
2018-05-09,0.142747621879855,0.194298334177118
2018-05-25,0.136270283463431,0.188407648391424
2018-06-10,0.12418259494481,0.176297502172605
2018-06-26,0.164649128141831,0.236914250494533
2018-07-12,0.262311371318327,0.3686533095211
2018-07-28,0.3310401444152,0.435785540034237
2018-08-13,0.30494067226222,0.402429786896668
2018-08-29,0.409949623690493,0.557754130920393
2018-09-14,0.431908261226421,0.622604309256188
2018-09-30,0.355788053732881,0.527210104587876
2018-10-16,0.271518382358426,0.414766822287799
2018-11-01,0.2297086685104619,0.357251003816269
2018-11-17,0.204842558015266,0.326472680373084
2018-12-03,0.190804540128003,0.299764736893456
2018-12-19,0.17946390387962,0.276058748737063
2019-01-01,0.17232980715628,0.256130197179427
2019-01-17,0.163339677522552,0.244783921971382
2019-02-02,0.157195516350239,0.232136433600178
2019-02-18,0.155707954348144,0.217068160870389
2019-03-06,0.147392608254717,0.209925295303967
2019-03-22,0.151173179461697,0.21641403205641
2019-04-07,0.145698899354486,0.205844688975447
2019-04-23,0.142886668809163,0.199816243279769
2019-05-09,0.14188704818321,0.196379290623925
2019-05-25,0.137850813024839,0.191777295132531
2019-06-10,0.141945045588517,0.195796574794323
2019-06-26,0.146115777689003,0.20035751856168
2019-07-12,0.190842256754094,0.263813618965102
2019-07-28,0.219171761683762,0.294324374054764
2019-08-13,0.238683509231142,0.318172683825269
2019-08-29,0.38698020985448,0.527237827900364
2019-09-14,0.456745586512861,0.611145824786383
2019-09-30,0.336720476207681,0.524973955704731
2019-10-16,0.267585787889023,0.404822017664336
2019-11-01,0.222966985125348,0.344002578544033
2019-11-17,0.19695448693372,0.296745333362782
2019-12-03,0.185332210706993,0.280533485950876
2019-12-19,0.177395764058745,0.254342002155857
2020-01-01,0.165486001148873,0.233588453059356
2020-01-17,0.159414792252665,0.225886409120422
2020-02-02,0.15830467670851,0.219937831923034
2020-02-18,0.151914313862505,0.209411071593083
2020-03-05,0.146947171940919,0.203875287924204
2020-03-21,0.146692874643025,0.200442699642394
2020-04-06,0.141153403666127,0.192111738639001
2020-04-22,0.141401847237839,0.192558255265562
2020-05-08,0.136174337814194,0.18490154623997
2020-05-24,0.132036660507842,0.180264953225162
2020-06-09,0.131507688369417,0.176752126974086
2020-06-25,0.156020342713656,0.211609543945149
2020-07-11,0.268945521930774,0.377364368417178
2020-07-27,0.384611509098321,0.510965796317603
2020-08-12,0.466003952072631,0.575439282028579
2020-08-28,0.4602137301077291,0.620837199589075
2020-09-13,0.4596261205065159,0.648222703360798
2020-09-29,0.340524361094464,0.532656942647447
2020-10-15,0.266555314359706,0.440915246009478
2020-10-31,0.200204551362214,0.328797108711911
2020-11-16,0.186218968453662,0.30168386847723
2020-12-02,0.181787418239297,0.294249214358551
2020-12-18,0.179716350428984,0.281840461547624
2021-01-01,0.172146293244216,0.26920465342093
2021-01-17,0.161008621511086,0.247570681985371
2021-02-02,0.1594860493769909,0.237590650825061
2021-02-18,0.143718073242084,0.220023566785997
2021-03-06,0.145663470865141,0.208232512465514
2021-03-22,0.143007440982724,0.206864942736974
2021-04-07,0.144847604443423,0.202054947433987
2021-04-23,0.143418143163346,0.199334177205931
2021-05-09,0.137402390648923,0.195562116572202
2021-05-25,0.136208771359081,0.192541860704265
2021-06-10,0.169276052143123,0.240161152799756
2021-06-26,0.194067046796487,0.276975740920367
2021-07-12,0.22378675152982,0.314743589617189
2021-07-28,0.326206017002569,0.46589612691792
2021-08-13,0.401222765675564,0.584489102230007
2021-08-29,0.465820496993897,0.637435002861947
2021-09-14,0.397261361612729,0.585698759585097
2021-09-30,0.382743374192413,0.555995888805299
2021-10-16,0.277052872557089,0.423036455293328
2021-11-01,0.204109380537109,0.332919638863992
2021-11-17,0.200877475874604,0.311165808634279
2021-12-03,0.182066314729645,0.279900688461136
2021-12-19,0.173290822161412,0.265383488240138
2022-01-01,0.169992202360325,0.254390454299507
2022-01-17,0.1613441961914559,0.243404477813238
2022-02-02,0.153095903711107,0.22546908601061
2022-02-18,0.146092868118991,0.214119898464964
2022-03-06,0.143785622491593,0.20719564933229
2022-03-22,0.143052376072241,0.201128806287532
2022-04-07,0.138231906739664,0.195770625653411
2022-04-23,0.142128228310768,0.194344005751098
2022-05-09,0.139762371111928,0.196513405793019
2022-05-25,0.143689933883449,0.201054133173091
2022-06-10,0.18972493352726,0.263771232593374
2022-06-26,0.245865852795849,0.336579048693431
2022-07-12,0.237559844043403,0.337382028787374
2022-07-28,0.351478239376758,0.528736307493236
2022-08-13,0.494347832799245,0.614039202686966
2022-08-29,0.468291218050335,0.626113884139299
2022-09-14,0.509209404658481,0.694928868807083
2022-09-30,0.408219801218824,0.6176576051441
2022-10-16,0.302990886070616,0.518293583217491
2022-11-01,0.245460379302335,0.423861558246229
2022-11-17,0.209023856952779,0.352031761798216
2022-12-03,0.190535551910628,0.328879542786959
2022-12-19,0.18286603454919,0.310539054050141
2023-01-01,0.179339426630359,0.292338977658635
2023-01-17,0.176537191250574,0.280786152923928
2023-02-02,0.163346613507003,0.2592631949102
